,Contrast,abbrev,A,B,mean(A),std(A),mean(B),std(B),Paired,Parametric,T,dof,Tail,p-unc,p-corr,p-adjust,BF10,cohen
26,abbrev * group_label,B,relapse,alcohol,5711549.067599999,3744738.711093519,5753082.9836800005,4493771.741512133,False,True,-0.01482115497625146,5.894661134719606,one-sided,0.4943318665061699,0.49907438139656474,fdr_bh,1.017,-0.01017336058297765
27,abbrev * group_label,B,control,cue,11091058.351646,5302275.873362692,7492902.564110001,7475364.200428628,False,True,0.8778852099885737,8.0,one-sided,0.20279918946475933,0.41476137683801956,fdr_bh,1.244,0.5552233575478186
28,abbrev * group_label,B,control,alcohol,11091058.351646,5302275.873362692,5753082.9836800005,4493771.741512133,False,True,1.6340579454187565,6.943805279028648,one-sided,0.07330502966538446,0.35138493450243996,fdr_bh,2.07,1.073629041950983
29,abbrev * group_label,B,cue,alcohol,7492902.564110001,7475364.200428628,5753082.9836800005,4493771.741512133,False,True,0.43193235912762173,6.626970132509254,one-sided,0.3397469600753574,0.46366543407323335,fdr_bh,1.077,0.27309443680183093
30,abbrev * group_label,PCG,relapse,control,4849652.603081999,2437372.7891161405,10453913.501734,5269574.128433392,False,True,-2.1583861211827307,8.0,one-sided,0.031473742480329144,0.29390100177150913,fdr_bh,3.246,-1.3650832426067259
31,abbrev * group_label,PCG,relapse,cue,4849652.603081999,2437372.7891161405,6479263.59500272,5650730.941524995,False,True,-0.5921236788331277,8.0,one-sided,0.2850598342538865,0.4385261629573885,fdr_bh,1.098,-0.3744918963261432
32,abbrev * group_label,PCG,relapse,alcohol,4849652.603081999,2437372.7891161405,4594496.0932675,3206624.126665362,False,True,0.13160850692352888,5.528364264666579,one-sided,0.44997572497681204,0.48677639977688336,fdr_bh,1.023,0.09135193655175715
33,abbrev * group_label,PCG,control,cue,10453913.501734,5269574.128433392,6479263.59500272,5650730.941524995,False,True,1.1502698349796008,8.0,one-sided,0.14162679330242467,0.39889957681900323,fdr_bh,1.455,0.727494520464312
34,abbrev * group_label,PCG,control,alcohol,10453913.501734,5269574.128433392,4594496.0932675,3206624.126665362,False,True,2.05570919450897,6.6579870320764165,one-sided,0.040463303405319596,0.3222063599698765,fdr_bh,2.897,1.3013082575223587
35,abbrev * group_label,PCG,cue,alcohol,6479263.59500272,5650730.941524995,4594496.0932675,3206624.126665362,False,True,0.6297704475886794,6.470471902180063,one-sided,0.275212053349917,0.4385261629573885,fdr_bh,1.147,0.39600056431580444
36,abbrev * group_label,PG,relapse,control,24535056.185399998,6428170.141869009,30804013.902076,15925016.786000693,False,True,-0.8162490431685294,8.0,one-sided,0.2189925884740569,0.42550385142163394,fdr_bh,1.207,-0.5162412228691311
37,abbrev * group_label,PG,relapse,cue,24535056.185399998,6428170.141869009,27683198.594066,14092004.062582714,False,True,-0.4544842761319712,8.0,one-sided,0.33077917595678064,0.45754236899801115,fdr_bh,1.05,-0.28744109466198586
38,abbrev * group_label,PG,relapse,alcohol,24535056.185399998,6428170.141869009,17345315.027244,8734562.364102267,False,True,1.4824117126204293,8.0,one-sided,0.08825730248093189,0.35138493450243996,fdr_bh,1.834,0.9375594883983062
39,abbrev * group_label,PG,control,cue,30804013.902076,15925016.786000693,27683198.594066,14092004.062582714,False,True,0.3281649835764808,8.0,one-sided,0.37560559405423694,0.4701479979304623,fdr_bh,1.019,0.20754975928268565
40,abbrev * group_label,PG,control,alcohol,30804013.902076,15925016.786000693,17345315.027244,8734562.364102267,False,True,1.6569055418167147,8.0,one-sided,0.06806423008275592,0.35138493450243996,fdr_bh,2.102,1.0479190759792363
41,abbrev * group_label,PG,cue,alcohol,27683198.594066,14092004.062582714,17345315.027244,8734562.364102267,False,True,1.394271379324345,8.0,one-sided,0.10036903070257558,0.3606058503466724,fdr_bh,1.718,0.8818146470099057
42,abbrev * group_label,PRNc,relapse,control,8815594.024482,4737081.064435212,11024299.708654,5658068.098910405,False,True,-0.6692821879455153,8.0,one-sided,0.26107896741608044,0.4374170565577341,fdr_bh,1.131,-0.42329122225774357
43,abbrev * group_label,PRNc,relapse,cue,8815594.024482,4737081.064435212,9641712.741202,5975652.853560204,False,True,-0.24224717076548383,8.0,one-sided,0.40734166396814275,0.4747321823114651,fdr_bh,1.003,-0.1532105632701368
44,abbrev * group_label,PRNc,relapse,alcohol,8815594.024482,4737081.064435212,7970112.92892,2908574.1103302226,False,True,0.32902983817790354,6.6802579950885645,one-sided,0.37610342010575715,0.4701479979304623,fdr_bh,1.052,0.20846895850031683
45,abbrev * group_label,PRNc,control,cue,11024299.708654,5658068.098910405,9641712.741202,5975652.853560204,False,True,0.3756747923125678,8.0,one-sided,0.3584622445400344,0.4701479979304623,fdr_bh,1.029,0.23759760064368576
46,abbrev * group_label,PRNc,control,alcohol,11024299.708654,5658068.098910405,7970112.92892,2908574.1103302226,False,True,1.0464885480230446,6.179934004991856,one-sided,0.16726476235451443,0.4056412224739709,fdr_bh,1.397,0.6523539796691956
47,abbrev * group_label,PRNc,cue,alcohol,9641712.741202,5975652.853560204,7970112.92892,2908574.1103302226,False,True,0.5494215817193976,6.016414553545319,one-sided,0.30124847555594025,0.4429516379259807,fdr_bh,1.115,0.34099766331194553
48,abbrev * group_label,SUT,relapse,control,12008137.605576,7251159.699847805,10871562.10668,5348757.357889894,False,True,0.28205640973972984,8.0,one-sided,0.3925297515500811,0.4701479979304623,fdr_bh,1.01,0.1783881366854493
49,abbrev * group_label,SUT,relapse,cue,12008137.605576,7251159.699847805,11924409.18854218,12660184.487124205,False,True,0.012832500026950279,8.0,one-sided,0.49503783801531503,0.49907438139656474,fdr_bh,0.985,0.008115985631866999
50,abbrev * group_label,SUT,relapse,alcohol,12008137.605576,7251159.699847805,7052129.7043025,2364207.0669576707,False,True,1.4358768295570874,5.015601546529019,one-sided,0.10517328201336486,0.3639785254660477,fdr_bh,1.791,0.870133968898829
51,abbrev * group_label,SUT,control,cue,10871562.10668,5348757.357889894,11924409.18854218,12660184.487124205,False,True,-0.17129568316110255,8.0,one-sided,0.4341223635754897,0.4803232280682988,fdr_bh,0.994,-0.1083369024287271
52,abbrev * group_label,SUT,control,alcohol,10871562.10668,5348757.357889894,7052129.7043025,2364207.0669576707,False,True,1.431472244762686,5.736148136861739,one-sided,0.1022234454304741,0.3606058503466724,fdr_bh,1.785,0.882210551550611
53,abbrev * group_label,SUT,cue,alcohol,11924409.18854218,12660184.487124205,7052129.7043025,2364207.0669576707,False,True,0.842387495117147,4.345322789573318,one-sided,0.22172396985577827,0.4263652427634494,fdr_bh,1.255,0.5025794555382724
54,abbrev * group_label,TRN,relapse,control,24308592.22594,7926412.340014892,26837825.52895,11582368.36322531,False,True,-0.40296157243560093,8.0,one-sided,0.3487653400905039,0.46965213127725225,fdr_bh,1.036,-0.2548552756838846
55,abbrev * group_label,TRN,relapse,cue,24308592.22594,7926412.340014892,19937820.962079994,6272270.163586377,False,True,0.9669025162108843,8.0,one-sided,0.18095494105505552,0.4056412224739709,fdr_bh,1.304,0.6115228453148548
56,abbrev * group_label,TRN,relapse,alcohol,24308592.22594,7926412.340014892,12718883.518634,3936694.301358379,False,True,2.9282336565564706,8.0,one-sided,0.009524793000165805,0.20995956743843752,fdr_bh,6.804,1.8519775751763388
57,abbrev * group_label,TRN,control,cue,26837825.52895,11582368.36322531,19937820.962079994,6272270.163586377,False,True,1.171369374419168,8.0,one-sided,0.13757706907875028,0.3955124739973832,fdr_bh,1.474,0.740839040906229
58,abbrev * group_label,TRN,control,alcohol,26837825.52895,11582368.36322531,12718883.518634,3936694.301358379,False,True,2.580777179719462,8.0,one-sided,0.016288461981898886,0.2638392558287007,fdr_bh,4.838,1.6322268042598418
59,abbrev * group_label,TRN,cue,alcohol,19937820.962079994,6272270.163586377,12718883.518634,3936694.301358379,False,True,2.179785576058192,8.0,one-sided,0.03044140190854194,0.29390100177150913,fdr_bh,3.31,1.3786174462252168
